drug_name,smiles,tokens
ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,"['CCCC', 'CCCN(', 'CC)', 'CCCC', '(O)', 'C1=', 'CC', '=C(N', 'S(C)(=O)=O)', 'C=C1']"
pimavanserin,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,"['CC(C)', 'CO', 'C1=', 'CC', '=C(', 'CNC(=O)', 'N(', 'CC2', '=', 'CC', '=C(', 'F)', 'C=C', '2)', 'C2', 'CCN(C)CC2)', 'C=C1']"
bacampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CC=', 'CC=', 'C1)', 'C(=O)O', 'C(C)', 'OC(=O)', 'OCC']"
amifostine,NCCCNCCSP(O)(O)=O,"['N', 'CCCN', 'CCS', 'P(O)(O)', '=O']"
lurasidone,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,"['[H]', '[C@@]12', '[C@H]3', 'CC[C@H](', 'C3)', '[C@]1(', '[H]', ')', 'C(=O)N(', 'C[C@@H]1', 'CCCC', '[C@H]1', 'CN1CCN(', 'CC1)', 'C1=N', 'S', 'C3=', 'CC=', 'CC', '=C1', '3)', 'C2=O']"
ifosfamide,ClCCNP1(=O)OCCCN1CCCl,"['Cl', 'CCN', 'P', '1', '(=O)', 'OCC', 'CN1CC', 'Cl']"
dopamine,NCCC1=CC(O)=C(O)C=C1,"['N', 'CCC1', '=', 'CC(O)', '=C(O)', 'C=C1']"
iloprost,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,"['[H]', '[C@]12', 'C[C@@H](O)', '[C@H](', '\\', 'C=C\\', '[C@@H](O)', 'C(C)', 'CC#', 'CC)', '[C@@]1(', '[H]', ')', 'C', '\\', 'C(', 'C2)', '=C\\', 'CCCC', '(O)=O']"
chlorambucil,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,"['OC(=O)', 'CCCC1', '=', 'CC', '=C(', 'C=', 'C1)', 'N(CCCl)CC', 'Cl']"
finasteride,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,"['[H]', '[C@@]12', 'CC[C@H](', 'C(=O)N', 'C(C)(C)C)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'NC(=O)', 'C=C', '[C@]12C']"
ezetimibe,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,"['[H]', '[C@]1', '(CC', '[C@H](O)', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', 'C(=O)N(', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', '[C@]1(', '[H]', ')', 'C1=', 'CC', '=C(O)', 'C=C1']"
phenacemide,NC(=O)NC(=O)CC1=CC=CC=C1,"['NC(=O)N', 'C(=O)', 'CC1=', 'CC=', 'CC', '=C1']"
revefenacin,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,"['CN(', 'CCN1CCC(', 'CC1)', 'O', 'C(=O)N', 'C1=', 'CC=', 'CC', '=C1', 'C1=', 'CC=', 'CC=', 'C1)', 'C(=O)', 'C1=', 'CC', '=C(', 'CN2CCC(', 'CC2)', 'C(N)=O)', 'C=C1']"
solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,"['O=C(', 'O[C@H]1', 'CN2', 'CCC1', 'CC2)', 'N1', 'CCC2', '=', 'CC=', 'CC', '=C2', '[C@@H]1', 'C1=', 'CC=', 'CC', '=C1']"
selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,"['C[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'N', '(C)CC', '#', 'C']"
meclizine,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,"['CC1=', 'CC(', 'CN2CCN(', 'CC2)', 'C(', 'C2=', 'CC=', 'CC', '=C', '2)', 'C2=', 'CC', '=C(', 'Cl)', 'C=C', '2)', '=', 'CC', '=C1']"
atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"['CO', 'C(=O)N[C@H](', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', '[C@@H](O)', 'CN(', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1)', 'NC(=O)', '[C@@H](NC(=O)', 'OC)', 'C(C)(C)C)', 'C(C)(C)C']"
citalopram,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,"['CN(C)', 'CCCC1', '(', 'OCC2', '=C1', 'C=CC(', '=C', '2)', 'C#N)', 'C1=', 'CC', '=C(', 'F)', 'C=C1']"
ranolazine,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,"['CO', 'C1=', 'CC=', 'CC', '=C1', 'OCC(O)', 'CN1CCN(', 'CC(=O)N', 'C2', '=C(C)', 'C=', 'CC', '=C2', 'C)CC1']"
enoxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,"['CCN1', 'C=C(', 'C(O)=O)', 'C(=O)', 'C2=', 'CC', '(F)', '=C(', 'N=C1', '2)', 'N1', 'CCNCC1']"
ertapenem,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,"['[H]', '[C@]12', '[C@@H](C)', 'C(S', '[C@]3(', '[H]', ')', 'CN', '[C@@](', '[H]', ')', '(', 'C3)', 'C(=O)N', 'C3=', 'CC=', 'CC(', '=C', '3)', 'C(O)=O)', '=C(', 'N1C(=O)', '[C@]2(', '[H]', ')', '[C@@H](C)O)', 'C(O)=O']"
methenamine,C1N2CN3CN1CN(C2)C3,"['C1', 'N2', 'CN3', 'CN1', 'CN(', 'C2)', 'C3']"
lefamulin,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,"['[H]', '[C@@]12', 'C(=O)CC', '[C@]1', '1', 'CCC(C)', '[C@@]2(C)', '[C@@H](C', '[C@@](C)(', 'C=C)', '[C@@H](O)', '[C@@H]1', 'C)', 'OC(=O)', 'CS', '[C@@H]1', 'CC[C@@H](', 'N)', 'C[C@H]1', 'O']"
samarium (153sm) lexidronam,[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O,"['[153Sm+3]', '.', 'O', 'P(O)(=O)', 'CN(', 'CCN(C', 'P(O)', '([O-])', '=O)C', 'P(O)', '([O-])', '=O)C', 'P(O)', '([O-])', '=O']"
anagrelide,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,"['Cl', 'C1=', 'CC', '=C2', 'N', '=C3', 'NC(=O)', 'CN3', 'CC2', '=C1', 'Cl']"
empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,"['OC[C@H]1', 'O[C@H](', '[C@H](O)[C@@H](O)', '[C@@H]1O)', 'C1=', 'CC', '=C(', 'Cl)', 'C(', 'CC2', '=', 'CC', '=C(', 'O[C@H]3', 'CCOC', '3)', 'C=C', '2)', '=C1']"
thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,"['CCS', 'C1=', 'CC2', '=C(', 'S', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'CCCN2', 'CCN(C)CC2)', 'C=C1']"
apomorphine,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,"['[H]', '[C@]12', 'CC3', '=C(', 'C(O)', '=C(O)', 'C=C', '3)', 'C3=', 'CC=', 'CC(', 'CCN1', 'C)', '=C2', '3']"
fenoldopam,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,"['O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1', 'CN', 'CCC2', '=C(', 'Cl)', 'C(O)', '=C(O)', 'C=', 'C12']"
methylergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,"['[H]', '[C@@]12', 'CC3', '=', 'CN', 'C4', '=', 'CC=', 'CC(', '=C3', '4)', 'C1=C', '[C@H](', 'CN2', 'C)', 'C(=O)N[C@@H](', 'CC)', 'CO']"
simvastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,"['[H]', '[C@]12', '[C@H](C', '[C@@H](C)C', '=C1', 'C=C', '[C@H](C)', '[C@@H]2', 'CC[C@@H]1', 'C[C@@H](O)', 'CC(=O)O', '1)', 'OC(=O)', 'C(C)(C)', 'CC']"
docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,"['CCCC', 'C(CC)', 'COC(=O)', 'CC(', 'C(=O)OCC', '(CC)', 'CCCC)', 'S', '(O)', '(=O)=O']"
chlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,"['NS(=O)(=O)', 'C1=C(', 'Cl)', 'C=C2', 'NC', '=N', 'S(=O)(=O)', 'C2', '=C1']"
hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,"['[H]', '[C@@]12', 'OC3', '=C(', 'OC)', 'C=', 'CC4', '=C3', '[C@@]1', '1', 'CCN(C)', '[C@](', '[H]', ')', '(C', '4)', '[C@]1(', '[H]', ')', 'CCC2', '=O']"
rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"['CN(', 'CCO', 'C1=', 'CC', '=C(', 'CC2', 'S', 'C(=O)N', 'C2=O)', 'C=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1']"
lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,"['CCCCN(', 'CCCC)', 'CC(O)', 'C1', '=C2', 'C(=', 'CC(', 'Cl)', '=', 'C1)', '\\', 'C(=C/', 'C1=', 'CC', '=C(', 'Cl)', 'C=', 'C1)', 'C1', '=C2', 'C=CC(', 'Cl)', '=C1']"
droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,"['N[C@@H](', '[C@H](O)', 'C1=', 'CC(O)', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
spectinomycin,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,"['[H]', '[C@@]12', 'O[C@H](C)', 'CC(=O)', '[C@]1(O)', 'O', '[C@]1(', '[H]', ')', '[C@@H](N', 'C)', '[C@@H](O)', '[C@@H](N', 'C)', '[C@H](O)', '[C@@]1(', '[H]', ')', 'O2']"
rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,"['CO', 'CCCO', 'C1=C(C)', 'C(C', 'S(=O)', 'C2=N', 'C3=', 'CC=', 'CC', '=C3', 'N2)', '=N', 'C=C1']"
mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"['C', '[N+]1', '(C)', 'CCCC(', 'C1)', 'OC(=O)', 'C(O)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,"['CO', 'C1=', 'CC2', '=C(N', 'C=C2', 'CCN', 'C(C)=O)', 'C=C1']"
glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,"['N[C@@H](', 'CCC(O)=O)', 'C(O)=O']"
pirbuterol,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,"['CC(C)(C)N', 'CC(O)', 'C1=N', 'C(CO)', '=C(O)', 'C=C1']"
lumateperone,[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C,"['[H]', '[C@]12', 'CCN(', 'CCCC(=O)', 'C3=', 'CC', '=C(', 'F)', 'C=C', '3)', 'C', '[C@@]1(', '[H]', ')', 'C1=', 'CC=', 'CC3', '=C1', 'N2', 'CCN3', 'C']"
cabergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,"['[H]', '[C@@]12', 'CC3', '=', 'CN', 'C4', '=', 'CC=', 'CC(', '=C3', '4)', '[C@@]1(', '[H]', ')', 'C[C@H](', 'CN2', 'CC=C)', 'C(=O)N(', 'CCCN(C)C)', 'C(=O)NCC']"
cefapirin,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(', 'COC(C)=O)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)CS', 'C1=', 'CC', '=N', 'C=', 'C1)', 'C(O)=O']"
lanreotide,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],"['[H]', 'N(', '[H]', ')', 'CCCCC1', 'N(', '[H]', ')', 'C(=O)C(', 'CC2', '=C', 'N(', '[H]', ')', 'C3=', 'CC=', 'CC', '=C2', '3)', 'N(', '[H]', ')', 'C(=O)C(', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'N(', '[H]', ')', 'C(=O)C(', 'CS', 'S', 'CC(', 'N(', '[H]', ')', 'C(=O)C(', 'N(', '[H]', ')', 'C1=O)', 'C(C)C)', 'C(=O)N(', '[H]', ')', 'C(', 'C(C)', 'O)', 'C(=O)N(', '[H]', ')', '[H]', ')', 'N(', '[H]', ')', 'C(=O)C(', 'CC1=', 'CC2', '=', 'CC=', 'CC', '=C2', 'C=', 'C1)', 'N(', '[H]', ')', '[H]']"
edoxaban,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,"['CN(C)C(=O)', '[C@H]1CC[C@H](', 'NC(=O)', 'C(=O)N', 'C2=N', 'C=C(', 'Cl)', 'C=C', '2)', '[C@@H](', 'C1)', 'NC(=O)', 'C1=N', 'C2=C(', 'CN(C)', 'CC2)', 'S1']"
gadobenic acid,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,"['[Gd+3]', '.', 'OC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'C(CO', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
olodaterol,COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1,"['CO', 'C1=', 'CC', '=C(', 'CC(C)(C)', 'NC', '[C@H](O)', 'C2', '=C3', 'OCC(=O)N', 'C3=', 'CC(O)', '=C', '2)', 'C=C1']"
hydrocortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']"
cycloserine,N[C@@H]1CONC1=O,"['N', '[C@@H]1', 'CO', 'NC1=O']"
flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,"['CCOC(=O)', 'C1', '=C2', 'CN(C)C(=O)', 'C3=C(', 'C=', 'CC', '(F)', '=C', '3)', 'N2', 'C=', 'N1']"
mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,"['COC(=O)N', 'C1=N', 'C2=C(', 'N1)', 'C=C(', 'C=C', '2)', 'C(=O)', 'C1=', 'CC=', 'CC', '=C1']"
trioxsalen,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,"['CC1=', 'CC2', '=', 'CC3', '=C(', 'OC(=O)', 'C=C', '3C)', 'C(C)', '=C2', 'O1']"
artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,"['[H]', '[C@@]12', 'CC[C@@H](C)', '[C@]3(', '[H]', ')', 'CC', '[C@@]4(C)', 'OO', '[C@@]13', '[C@](', '[H]', ')', '(', 'O[C@@H](', 'OC(=O)', 'CCC(O)=O)', '[C@@H]2', 'C)O', '4']"
triethylenetetramine,NCCNCCNCCN,"['N', 'CCN', 'CCN', 'CCN']"
levonordefrin,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,"['C[C@H](N)', '[C@H](O)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']"
ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,"['CC(C)C[C@H](NC(=O)', 'CNC(=O)', 'C1=', 'CC(', 'Cl)', '=', 'CC', '=C1', 'Cl)', 'B(O)', 'O']"
lenvatinib,COC1=C(C=C2C(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=CC=NC2=C1)C(N)=O,"['CO', 'C1=C(', 'C=C2', 'C(', 'OC3', '=', 'CC', '=C(', 'NC(=O)N', 'C4CC4)', 'C(Cl)', '=C', '3)', '=', 'CC', '=N', 'C2=', 'C1)', 'C(N)=O']"
procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,"['CCN(CC)', 'CCNC(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
oxymorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,"['[H]', '[C@@]12', 'OC3', '=C(O)', 'C=', 'CC4', '=C3', '[C@@]1', '1', 'CCN(C)', '[C@](', '[H]', ')', '(C', '4)', '[C@]1(O)', 'CCC2', '=O']"
fluphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,"['OCC', 'N1CCN(', 'CCCN2', 'C3=', 'CC=', 'CC', '=C3', 'S', 'C3', '=C2', 'C=C(', 'C=C', '3)', 'C(F)(F)F)', 'CC1']"
oxycodone,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,"['CO', 'C1', '=C2', 'O[C@H]3', 'C(=O)CC', '[C@@]4', '(O)', '[C@H]5', 'CC(', 'C=', 'C1)', '=C2', '[C@@]34', 'CCN', '5', 'C']"
ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,"['CC(C)', '[C@H](', 'NC(=O)N', '(C)', 'CC1', '=C', 'S', 'C(=', 'N1)', 'C(C)C)', 'C(=O)N[C@H](', 'C[C@H](O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'OCC1', '=', 'CN', '=C', 'S', '1)', 'CC1=', 'CC=', 'CC', '=C1']"
ponatinib,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,"['CN1CCN(', 'CC2', '=', 'CC', '=C(', 'NC(=O)', 'C3=', 'CC(', 'C#', 'CC4', '=', 'CN', '=C', '5', 'C=', 'CC', '=N', 'N4', '5)', '=C(C)', 'C=C', '3)', 'C=C2', 'C(F)(F)F)', 'CC1']"
ivermectin,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,"['[H]', '[C@@]12', 'OC', '\\', 'C3', '=C/C=C/', '[C@H](C)', '[C@H](O', '[C@H]4', 'C[C@H](', 'OC)', '[C@@H](O', '[C@H]5', 'C[C@H](', 'OC)', '[C@@H](O)', '[C@H](C)', 'O', '5)', '[C@H](C)', 'O4)', '\\', 'C(C)', '=C\\', 'C', '[C@]4', '(', '[H]', ')', 'C', '[C@@](', '[H]', ')', '(C', '[C@]5', '(CC', '[C@H](C)', '[C@](', '[H]', ')', '(O', '5)', 'C(C)C)', 'O4)', 'OC(=O)', '[C@](', '[H]', ')', '(', 'C=C(C)', '[C@H]1O)', '[C@@]23', 'O', '.', '[H]', '[C@@]12', 'OC', '\\', 'C3', '=C/C=C/', '[C@H](C)', '[C@H](O', '[C@H]4', 'C[C@H](', 'OC)', '[C@@H](O', '[C@H]5', 'C[C@H](', 'OC)', '[C@@H](O)', '[C@H](C)', 'O', '5)', '[C@H](C)', 'O4)', '\\', 'C(C)', '=C\\', 'C', '[C@]4', '(', '[H]', ')', 'C', '[C@@](', '[H]', ')', '(C', '[C@]5', '(CC', '[C@H](C)', '[C@](', '[H]', ')', '(O', '5)', '[C@@H](C)', 'CC)', 'O4)', 'OC(=O)', '[C@](', '[H]', ')', '(', 'C=C(C)', '[C@H]1O)', '[C@@]23', 'O']"
cefalotin,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H],"['[H]', '[C@@]1(', 'NC(=O)', 'CC2', '=', 'CC', '=C', 'S', '2)', 'C(=O)N2', 'C(C(O)=O)', '=C(', 'COC(C)=O)', 'CS', '[C@]12', '[H]']"
pasireotide,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,"['NCCCC', '[C@@H]1', 'NC(=O)[C@@H](', 'CC2', '=', 'CN', 'C3', '=C2', 'C=', 'CC', '=C', '3)', 'NC(=O)', '[C@@H](NC(=O)', '[C@@H]2', 'C[C@H](', 'CN2C(=O)', '[C@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)[C@H](', 'CC2', '=', 'CC', '=C(', 'OCC3', '=', 'CC=', 'CC', '=C', '3)', 'C=C', '2)', 'N', 'C1=O)', 'O', 'C(=O)NCC', 'N)', 'C1=', 'CC=', 'CC', '=C1']"
gentamicin,[H][C@@]1(CN)CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)N.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)NC,"['[H]', '[C@@]1(', 'CN)', 'CC[C@@H](', 'N)', '[C@@H](O', '[C@]2(', '[H]', ')', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@@]3(', '[H]', ')', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]3O)', '[C@H]2O)', 'O1', '.', '[H]', '[C@]1(', 'CC[C@@H](', 'N)', '[C@@H](O', '[C@]2(', '[H]', ')', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@@]3(', '[H]', ')', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]3O)', '[C@H]2O)', 'O1)', 'C(C)', 'N', '.', '[H]', '[C@]1(', 'CC[C@@H](', 'N)', '[C@@H](O', '[C@]2(', '[H]', ')', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@@]3(', '[H]', ')', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]3O)', '[C@H]2O)', 'O1)', 'C(C)', 'NC']"
