drug_name,tokens
clindamycin,"['[H]', '[C@@](', 'NC(=O)[C@@H]1', 'C[C@@H](', 'CCC)', 'CN1', 'C)(', '[C@H](C)', 'Cl)', '[C@@]1(', '[H]', ')', 'O[C@H](', 'SC)', '[C@H](O)[C@@H](O)', '[C@H]1O']"
lofexidine,"['CC(O', 'C1=C(', 'Cl)', 'C=', 'CC', '=C1', 'Cl)', 'C1=N', 'CCN1']"
fosfomycin,"['C[C@@H]1', 'O[C@@H]1', 'P(O)(O)', '=O']"
atropine,"['CN1', '[C@H]2', 'CC[C@@H]1', 'C[C@@H](', 'C2)', 'OC(=O)', 'C(CO)', 'C1=', 'CC=', 'CC', '=C1']"
lovastatin,"['[H]', '[C@]12', '[C@H](C', '[C@@H](C)C', '=C1', 'C=C', '[C@H](C)', '[C@@H]2', 'CC[C@@H]1', 'C[C@@H](O)', 'CC(=O)O', '1)', 'OC(=O)', '[C@@H](C)', 'CC']"
magnesium gluconate,"['O', '.', 'O', '.', '[Mg++]', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(', '[O-])', '=O', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(', '[O-])', '=O']"
cefalotin,"['[H]', '[C@@]1(', 'NC(=O)', 'CC2', '=', 'CC', '=C', 'S', '2)', 'C(=O)N2', 'C(C(O)=O)', '=C(', 'COC(C)=O)', 'CS', '[C@]12', '[H]']"
ferrous sulfate anhydrous,"['[Fe++]', '.', '[O-]', 'S(', '[O-])', '(=O)=O']"
phenazopyridine,"['NC1=N', 'C(N)', '=C(', 'C=', 'C1)', '\\', 'N', '=N\\', 'C1=', 'CC=', 'CC', '=C1']"
folic acid,"['N', 'C1=', 'NC(=O)', 'C2=N', 'C(CN', 'C3=', 'CC', '=C(', 'C=C', '3)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(O)=O)', '=', 'CN', '=C2', 'N1']"
disopyramide,"['CC(C)', 'N(', 'CCC(', 'C(N)=O)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=N', 'C=', 'CC=', 'C1)', 'C(C)C']"
mecobalamin,"['C1(', 'CC', '[C@@]2(', '[C@@H](', 'CC(N)=O)', '[C@@]3(', '[C@@]4', '(', '[N+]', '5', '=C(', '[C@H](', '[C@@]4', '(', 'CC(N)=O)', 'C)', 'CCC(', 'N)=O)', 'C(C)', '=C4', '[N+]', '6', '=C(', 'C=C', '7', '[N+]', '8', '=C(', '[C@H](C', '7', '(C)C)', 'CCC(', 'N)=O)', 'C(C)', '=C2', 'N3', '[Co-3]', '5', '6', '8', '(', '[N+]2', '=C', 'N(', '[C@H]3', 'O[C@@H](', '[C@@H](O', 'P(', 'O[C@@H](', 'CN', '1)', 'C)', '([O-])', '=O)', '[C@H]3O)', 'CO)', 'C1=', 'CC(C)', '=C(', 'C=C2', '1)', 'C)C)', '[C@H](', '[C@@]4', '(', 'CC(N)=O)', 'C)', 'CCC(', 'N)=O)', 'C)', '[H]', ')', 'C)=O']"
glucosamine,"['N[C@H]1', 'C(O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]1O']"
polymyxin b,"['[H]', '[C@]1(', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)[C@H](CC(C)C)', 'NC(=O)[C@@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', '[C@@H](CC', 'N)', 'NC(=O)[C@H](', 'CCN', 'C1=O)', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)[C@@H](', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)', 'CCCC', 'C(C)', 'CC)', '[C@@H](C)O)', '[C@@H](C)', 'O']"
gadobenic acid,"['[Gd+3]', '.', 'OC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'C(CO', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
gadofosveset trisodium,"['[Na+]', '.', '[Na+]', '.', '[Na+]', '.', '[Gd+3]', '.', '[O-]', 'C(=O)', 'CN(', 'CCN(', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'C[C@H](', 'CO', 'P', '([O-])', '(=O)', 'OC1', 'CCC(', 'CC1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'C1)', 'N(', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']"
desflurane,"['F', 'C(F)', 'O', 'C(F)', 'C(F)(F)F']"
tofacitinib,"['C[C@@H]1', 'CCN(C', '[C@@H]1', 'N(C)', 'C1=N', 'C=N', 'C2', '=C1', 'C=', 'CN', '2)', 'C(=O)', 'CC#', 'N']"
indium in-111 oxyquinoline,"['[111In+3]', '.', '[O-]', 'C1=', 'CC=', 'CC2', '=C1', 'N=', 'CC', '=C2', '.', '[O-]', 'C1=', 'CC=', 'CC2', '=C1', 'N=', 'CC', '=C2', '.', '[O-]', 'C1=', 'CC=', 'CC2', '=C1', 'N=', 'CC', '=C2']"
amoxicillin,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
toremifene,"['CN(C)', 'CCO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(', '=C(\\', 'CC', 'Cl)', 'C1=', 'CC=', 'CC=', 'C1)', '\\', 'C1=', 'CC=', 'CC', '=C1']"
zonisamide,"['NS(=O)(=O)', 'CC1=N', 'O', 'C2=', 'CC=', 'CC', '=C1', '2']"
tazemetostat,"['CCN(', 'C1', 'CCOCC1)', 'C1=C(C)', 'C(=', 'CC(', '=', 'C1)', 'C1=', 'CC', '=C(', 'CN2', 'CCOCC2)', 'C=', 'C1)', 'C(=O)N', 'CC1', '=C(C)', 'C=C(C)', 'NC1=O']"
gatifloxacin,"['CO', 'C1', '=C2', 'N(C', '=C(', 'C(O)=O)', 'C(=O)', 'C2=', 'CC', '(F)', '=C1', 'N1', 'CCN', 'C(C)', 'C1)', 'C1CC1']"
erlotinib,"['COCCO', 'C1=', 'CC2', '=C(', 'C=C1', 'OCC', 'OC)', 'C(N', 'C1=', 'CC(', '=', 'CC=', 'C1)', 'C#', 'C)', '=N', 'C=', 'N2']"
dicyclomine,"['CCN(CC)', 'CCOC(=O)', 'C1(', 'CCCCC1)', 'C1CCCCC1']"
flecainide,"['FC(F)(F)', 'CO', 'C1=', 'CC(C(=O)N', 'CC2', 'CCCCN', '2)', '=C(', 'OCC', '(F)(F)F)', 'C=C1']"
orphenadrine,"['CN(C)', 'CCOC(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'C']"
lasmiditan,"['CN1CCC(', 'CC1)', 'C(=O)', 'C1=', 'CC=', 'CC(NC(=O)', 'C2=C(', 'F)', 'C=C(', 'F)', 'C=C2', 'F)', '=N1']"
amiloride,"['NC(=N)', 'NC(=O)', 'C1=N', 'C(Cl)', '=C(', 'N)N', '=C1', 'N']"
epinephrine,"['CN', 'C[C@H](O)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']"
magnesium oxide,"['[O--]', '.', '[Mg++]']"
aliskiren,"['CO', 'CCCO', 'C1=C(', 'OC)', 'C=CC(', 'C[C@@H](', 'C[C@H](N)', '[C@@H](O)', 'C[C@@H](', 'C(C)C)', 'C(=O)N', 'CC(C)(C)', 'C(N)=O)', 'C(C)C)', '=C1']"
perampanel,"['O=C1', 'N(C', '=C(', 'C=C1', 'C1=', 'CC=', 'CC', '=C1', 'C#N)', 'C1=N', 'C=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
triflupromazine,"['CN(C)', 'CCCN1', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2', '=C1', 'C=C(', 'C=C', '2)', 'C(F)(F)F']"
loratadine,"['CCO', 'C(=O)N1CCC(', 'CC1)', '=C1', 'C2=C(', 'CCC3', '=C1', 'N=', 'CC', '=C', '3)', 'C=C(', 'Cl)', 'C=C2']"
armodafinil,"['NC(=O)C', '[S@@]', '(=O)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
dienogest,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'CC#N)', '[C@@]1(C)', 'CCC1', '=C3', 'CCC(=O)', 'C=C3', 'CC', '[C@@]21', '[H]']"
hydrocortisone,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']"
glycerin,"['OCC(O)', 'CO']"
sodium zirconium cyclosilicate,"['[Na+]', '.', '[Na+]', '.', '[Zr]', '.', '[O-]', '[Si]', '1', '([O-])', 'O', '[Si]', '([O-])', '([O-])', 'O', '[Si]', '([O-])', '([O-])', 'O1']"
allopurinol,"['O', 'C1=N', 'C=N', 'C2', '=C1', 'C=N', 'N2']"
doxycycline,"['[H]', '[C@@]12', '[C@@H](C)', 'C3=', 'CC=', 'CC(O)', '=C3', 'C(=O)', 'C1=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@@H](', 'N(C)C)', '[C@]1(', '[H]', ')', '[C@H]2O']"
eribulin,"['[H]', '[C@@]12', 'CC(', '=C)', '[C@](', '[H]', ')', '(CC', '[C@@]3(', '[H]', ')', 'C[C@@H](C)', 'C(=C)', '[C@@](', '[H]', ')', '(C', '[C@]4', '(', '[H]', ')', 'O[C@H](', 'C[C@H](O)', 'CN)', '[C@H](OC)', '[C@@]4', '(', '[H]', ')', 'CC(=O)', 'C', '[C@@]4', '(', '[H]', ')', 'CC', '[C@]5', '(', '[H]', ')', 'O', '[C@@]', '6', '(', '[H]', ')', '[C@H]', '7', 'O', '[C@@]', '8', '(C', '[C@]', '7', '(', '[H]', ')', 'O', '[C@@]', '6', '(', '[H]', ')', '[C@@](', '[H]', ')', '(O', '8', ')', '[C@@]5', '(', '[H]', ')', 'O4)', 'CC1)', 'O3)', 'O2']"
stavudine,"['CC1', '=C', 'N(', '[C@@H]2', 'O[C@H](CO)', 'C=C', '2)', 'C(=O)N', 'C1=O']"
sugammadex,"['O[C@@H]1', '[C@@H](O)', '[C@@H]2O', '[C@H]3', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]4', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]5', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]', '6', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]', '7', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]', '8', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]', '9', 'O[C@H](', 'CS', 'CCC(O)=O)', '[C@@H](O', '[C@H]1O', '[C@@H]2', 'CS', 'CCC(O)=O)', '[C@H](O)', '[C@H]', '9', 'O)', '[C@H](O)', '[C@H]', '8', 'O)', '[C@H](O)', '[C@H]', '7', 'O)', '[C@H](O)', '[C@H]', '6', 'O)', '[C@H](O)', '[C@H]5', 'O)', '[C@H](O)', '[C@H]4', 'O)', '[C@H](O)', '[C@H]3', 'O']"
ferrous fumarate,"['[Fe++]', '.', '[H]', '\\', 'C(', '=C(\\', '[H]', ')', 'C(', '[O-])', '=O)', 'C(', '[O-])', '=O']"
levofloxacin,"['C[C@H]1', 'CO', 'C2', '=C3', 'N1', 'C=C(', 'C(O)=O)', 'C(=O)', 'C3=', 'CC', '(F)', '=C2', 'N1', 'CCN(C)CC1']"
fluvastatin,"['CC(C)', 'N1', 'C(\\', 'C=C\\', 'C(O)', 'CC(O)', 'CC(O)=O)', '=C(', 'C2=', 'CC=', 'CC', '=C1', '2)', 'C1=', 'CC', '=C(', 'F)', 'C=C1']"
promazine,"['CN(C)', 'CCCN1', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2']"
fludeoxyglucose (18f),"['[H]', 'C(=O)[C@H](', '[18F]', ')', '[C@@H](O)[C@H](O)', '[C@H](O)', 'CO']"
netupitant,"['CN(C(=O)', 'C(C)(C)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F)', 'C1=', 'CN=C(', 'C=C1', 'C1=', 'CC=', 'CC', '=C1', 'C)', 'N1', 'CCN(C)CC1']"
zidovudine,"['CC1', '=C', 'N(', '[C@H]2', 'C[C@H](N', '=[N+]=[N-])', '[C@@H](CO)', 'O2)', 'C(=O)N', 'C1=O']"
propofol,"['CC(C)', 'C1=', 'CC=', 'CC(', 'C(C)C)', '=C1', 'O']"
perflutren,"['FC(F)(F)', 'C(F)(F)', 'C(F)(F)F']"
mivacurium,"['CO', 'C1=', 'CC(', 'C[C@@H]2', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C3', 'CC', '[N+]2', '(C)CC', 'COC(=O)', 'CC', '\\', 'C=C\\', 'CC', 'C(=O)OCC', 'C', '[N+]2', '(C)', 'CCC3', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C3', '[C@H]2', 'CC2', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '2)', '=', 'CC(', 'OC)', '=C1', 'OC']"
mirabegron,"['NC1=N', 'C(', 'CC(=O)N', 'C2=', 'CC', '=C(', 'CCN', 'C[C@H](O)', 'C3=', 'CC=', 'CC', '=C', '3)', 'C=C', '2)', '=C', 'S1']"
tyropanoic acid,"['CCCC(=O)N', 'C1=C(', 'I)', 'C=C(', 'I)', 'C(', 'CC(', 'CC)', 'C(O)=O)', '=C1', 'I']"
acetohexamide,"['CC(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(=O)(=O)N', 'C(=O)N', 'C1CCCCC1']"
magnesium citrate,"['[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O']"
isoprenaline,"['CC(C)N', 'CC(O)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']"
methscopolamine,"['C', '[N+]1', '(C)', '[C@H]2', 'C[C@@H](', 'C[C@@H]1', '[C@H]1O', '[C@@H]2', '1)', 'OC(=O)', '[C@H](CO)', 'C1=', 'CC=', 'CC', '=C1']"
iopromide,"['CO', 'CC(=O)N', 'C1=C(', 'I)', 'C(', 'C(=O)N(C)', 'CC(O)', 'CO)', '=C(', 'I)', 'C(C(=O)N', 'CC(O)', 'CO)', '=C1', 'I']"
pazopanib,"['CN(', 'C1=', 'CC2', '=N', 'N(C)', 'C(C)', '=C2', 'C=', 'C1)', 'C1=', 'CC', '=N', 'C(N', 'C2=', 'CC', '=C(C)', 'C(', '=C', '2)', 'S(N)(=O)=O)', '=N1']"
valganciclovir,"['CC(C)', '[C@H](N)', 'C(=O)OCC', '(CO)', 'O', 'CN1', 'C=N', 'C2', '=C1', 'NC(N)', '=N', 'C2=O']"
salbutamol,"['CC(C)(C)N', 'CC(O)', 'C1=', 'CC(CO)', '=C(O)', 'C=C1']"
doxazosin,"['CO', 'C1=C(', 'OC)', 'C=C2', 'C(N)=N', 'C(=N', 'C2=', 'C1)', 'N1CCN(', 'CC1)', 'C(=O)C1', 'CO', 'C2=', 'CC=', 'CC', '=C2', 'O1']"
salsalate,"['OC(=O)', 'C1=', 'CC=', 'CC', '=C1', 'OC(=O)', 'C1=', 'CC=', 'CC', '=C1', 'O']"
bismuth subsalicylate,"['O', '[Bi]', '1', 'OC(=O)', 'C2=', 'CC=', 'CC', '=C2', 'O1']"
isosorbide,"['[H]', '[C@]1(O)', 'CO', '[C@]2(', '[H]', ')', '[C@](', '[H]', ')', '(O)', 'CO', '[C@]12', '[H]']"
homatropine,"['[H]', '[C@]12', 'CC', '[C@](', '[H]', ')', '(', 'C[C@@H](', 'C1)', 'OC(=O)', 'C(O)', 'C1=', 'CC=', 'CC=', 'C1)', 'N2C']"
eltrombopag,"['CC1=N', 'N(C(=O)', '\\', 'C1=N', '/N', 'C1=', 'CC=', 'CC(', 'C2=', 'CC=', 'CC(', '=C', '2)', 'C(O)=O)', '=C1', 'O)', 'C1=', 'CC', '=C(C)', 'C(C)', '=C1']"
cinacalcet,"['C[C@@H](', 'N', 'CCCC1', '=', 'CC(', '=', 'CC=', 'C1)', 'C(F)(F)F)', 'C1=', 'CC=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']"
activated charcoal,['[C]']
clevidipine,"['CCCC(=O)', 'O', 'COC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=', 'CC=', 'CC(', 'Cl)', '=C1', 'Cl)', 'C(=O)OC']"
triheptanoin,"['CCCCCC', 'C(=O)OCC', '(', 'COC(=O)', 'CCCCCC)', 'OC(=O)', 'CCCCCC']"
entacapone,"['CCN(CC)', 'C(=O)C(', '=C\\', 'C1=', 'CC(', '=C(O)', 'C(O)', '=', 'C1)', '[N+]([O-])=O)', '\\', 'C#N']"
erdafitinib,"['CO', 'C1=', 'CC(', '=', 'CC(', 'OC)', '=', 'C1)', 'N(', 'CCN', 'C(C)C)', 'C1=', 'CC', '=C2', 'N=', 'CC(', '=N', 'C2=', 'C1)', 'C1=', 'CN(C)', 'N=C1']"
fosaprepitant,"['C[C@@H](', 'O[C@H]1', 'OCCN(', 'CC2', '=', 'NC(=O)', 'N(', 'N2)', 'P(O)(O)=O)', '[C@H]1', 'C1=', 'CC', '=C(', 'F)', 'C=', 'C1)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F']"
crizotinib,"['C[C@@H](', 'O', 'C1=', 'CC(', '=', 'CN', '=C1', 'N)', 'C1=C', 'N(', 'N=', 'C1)', 'C1', 'CCN', 'CC1)', 'C1=C(', 'Cl)', 'C=', 'CC', '(F)', '=C1', 'Cl']"
metolazone,"['CC1', 'N', 'C2=', 'CC(', 'Cl)', '=C(', 'C=C2', 'C(=O)N1', 'C1=', 'CC=', 'CC', '=C1', 'C)', 'S(N)', '(=O)=O']"
prilocaine,"['CCCN', 'C(C)', 'C(=O)N', 'C1=', 'CC=', 'CC', '=C1', 'C']"
alprazolam,"['CC1=N', 'N=C2', 'CN=C(', 'C3=', 'CC=', 'CC', '=C', '3)', 'C3=C(', 'C=CC(', 'Cl)', '=C', '3)', 'N12']"
nicardipine,"['COC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=', 'CC(', '=', 'CC=', 'C1)', '[N+]([O-])=O)', 'C(=O)OCC', 'N(C)', 'CC1=', 'CC=', 'CC', '=C1']"
reserpine,"['[H]', '[C@]12', 'C[C@@H](', 'OC(=O)', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '3)', '[C@H](OC)', '[C@@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'NC1', '=C3', 'C=CC(', 'OC)', '=', 'C1)C2']"
cilostazol,"['O=C1', 'CCC2', '=C(', 'N1)', 'C=', 'CC(O', 'CCCCC1', '=N', 'N', '=N', 'N1', 'C1CCCCC1)', '=C2']"
orlistat,"['CCCCCCCC', 'CCC[C@@H](', 'C[C@@H]1', 'OC(=O)', '[C@H]1', 'CCCCCC)', 'OC(=O)', '[C@H](CC(C)C)', 'NC', '=O']"
sodium bicarbonate,"['[Na+]', '.', 'OC(', '[O-])', '=O']"
isavuconazonium,"['[H]', 'C(C)', '(O', 'C(=O)N(C)', 'C1=C(', 'COC(=O)', 'CN', 'C)', 'C=', 'CC=', 'N1)', '[N+]1', '=C', 'N(C', '[C@](O)(', 'C2=C(', 'F)', 'C=', 'CC', '(F)', '=C', '2)', '[C@@](', '[H]', ')', '(C)', 'C2=N', 'C(', '=C', 'S', '2)', 'C2=', 'CC', '=C(', 'C=C', '2)', 'C#N)', 'N=C1']"
bethanechol,"['CC(', 'C', '[N+](C)(C)C)', 'O', 'C(N)=O']"
irinotecan,"['CCC1', '=C2', 'CN3', 'C(=', 'CC4', '=C(', 'COC(=O)', '[C@]4', '(O)', 'CC)', 'C3=O)', 'C2=N', 'C2=', 'CC', '=C(', 'O', 'C(=O)N3', 'CCC(', 'CC3)', 'N3', 'CCCCC3)', 'C=', 'C12']"
potassium citrate,"['[K+]', '.', '[K+]', '.', '[K+]', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O']"
calcium glycerophosphate,"['[Ca++]', '.', 'OCC(', 'CO)', 'O', 'P', '([O-])', '([O-])', '=O']"
epoprostenol,"['[H]', '[C@]12', 'C[C@@H](O)', '[C@H](', '\\', 'C=C\\', '[C@@H](O)', 'CCCCC)', '[C@@]1(', '[H]', ')', 'C', '\\', 'C(O', '2)', '=C\\', 'CCCC', '(O)=O']"
sodium chloride,"['[Na+]', '.', '[Cl-]']"
venetoclax,"['CC1(C)', 'CCC(', 'CN2CCN(', 'CC2)', 'C2=', 'CC', '=C(', 'C(=O)NS(=O)(=O)', 'C3=', 'CC', '=C(N', 'CC4', 'CCOCC4)', 'C(', '=C', '3)', '[N+]([O-])=O)', 'C(', 'OC3', '=', 'CN', '=C4', 'N', 'C=', 'CC4', '=C', '3)', '=C', '2)', '=C(', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
ospemifene,"['OCCO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(', '=C(\\', 'CC', 'Cl)', 'C1=', 'CC=', 'CC=', 'C1)', '\\', 'C1=', 'CC=', 'CC', '=C1']"
valrubicin,"['[H]', '[C@@]1', '(C', '[C@@](O)(', 'CC2', '=C(O)', 'C3=C(', 'C(O)', '=C1', '2)', 'C(=O)', 'C1=C(', 'OC)', 'C=', 'CC', '=C1', 'C3=O)', 'C(=O)', 'COC(=O)', 'CCCC)', 'O[C@H]1', 'C[C@H](NC(=O)', 'C(F)(F)F)', '[C@H](O)', '[C@H](C)', 'O1']"
tetrofosmin,"['CCOCC', 'P(', 'CCOCC', ')', 'CC', 'P(', 'CCOCC', ')', 'CCOCC']"
methotrexate,"['CN(', 'CC1=', 'CN', '=C2', 'N=C(N)', 'N=C(N)', 'C2=', 'N1)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(O)=O']"
saquinavir,"['[H]', '[C@@]12', 'CCCC', '[C@]1(', '[H]', ')', 'CN(', 'C[C@@H](O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)[C@H](', 'CC(N)=O)', 'NC(=O)', 'C1=N', 'C3=C(', 'C=', 'CC', '=C', '3)', 'C=', 'C1)', '[C@@H](', 'C2)', 'C(=O)N', 'C(C)(C)C']"
probenecid,"['CCCN(CCC)', 'S(=O)(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(O)=O']"
phenoxymethylpenicillin,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)CO', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
methenamine,"['C1', 'N2', 'CN3', 'CN1', 'CN(', 'C2)', 'C3']"
uracil mustard,"['Cl', 'CCN(CC', 'Cl)', 'C1=', 'CNC(=O)N', 'C1=O']"
phendimetrazine,"['C[C@H]1', '[C@@H](', 'OCC', 'N1', 'C)', 'C1=', 'CC=', 'CC', '=C1']"
loxapine,"['CN1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'OC2', '=C1', 'C=C(', 'Cl)', 'C=C2']"
chlorcyclizine,"['CN1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
quazepam,"['F', 'C1=', 'CC=', 'CC', '=C1', 'C1=N', 'CC(', '=S)', 'N(CC', '(F)(F)F)', 'C2', '=C1', 'C=C(', 'Cl)', 'C=C2']"
atomoxetine,"['CN', 'CC[C@@H](', 'O', 'C1=', 'CC=', 'CC', '=C1', 'C)', 'C1=', 'CC=', 'CC', '=C1']"
atazanavir,"['CO', 'C(=O)N[C@H](', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', '[C@@H](O)', 'CN(', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1)', 'NC(=O)', '[C@@H](NC(=O)', 'OC)', 'C(C)(C)C)', 'C(C)(C)C']"
rifaximin,"['CO[C@H]1', '\\', 'C=C\\', 'O', '[C@@]2(C)', 'OC3', '=C(C)', 'C(O)', '=C4', 'C(O)=C(', 'NC(=O)', '\\', 'C(C)', '=C/C=C/', '[C@H](C)', '[C@H](O)', '[C@@H](C)', '[C@@H](O)', '[C@@H](C)', '[C@H](OC(C)=O)', '[C@@H]1', 'C)', 'C1=C(', 'N=C', '5', 'C=C(C)', 'C=', 'CN1', '5)', 'C4', '=C3', 'C2=O']"
indium in-111 pentetreotide,"['[111In+3]', '.', 'CC(O)', 'C(CO)', 'N=C(', 'O)', 'C1', 'CS', 'S', 'CC(', 'N=C(', 'O)', 'C(', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'N=C(', '[O-])', 'CN(', 'CCN(', 'CCC(', 'C(O)=O)', 'C(O)=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'C(O)', '=N', 'C(', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'C(O)', '=N', 'C(', 'CC2', '=', 'CN', 'C3=', 'CC=', 'CC', '=C2', '3)', 'C(O)', '=N', 'C(CCCC', 'N)', 'C(', '[O-])', '=N', 'C(', 'C(C)', 'O)', 'C(O)', '=N1']"
phenobarbital,"['CCC1(', 'C(=O)NC(=O)N', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']"
doxercalciferol,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', '\\', 'C[C@@H](O)', 'C[C@H](O)', 'C1=', 'C)', '[C@H](C)', '\\', 'C=C\\', '[C@H](C)', 'C(C)C']"
ergotamine,"['[H]', '[C@@]12', 'CCCN1C(=O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'N1C(=O)', '[C@](C)(', 'NC(=O)', '[C@H]3', 'CN(C)', '[C@]4', '(', '[H]', ')', 'CC5', '=', 'CNC', '6', '=', 'CC=', 'CC(', '=C', '5', '6)', 'C4', '=C', '3)', 'O', '[C@@]21', 'O']"
ertugliflozin,"['CCO', 'C1=', 'CC', '=C(', 'CC2', '=', 'CC(', '=', 'CC', '=C2', 'Cl)', '[C@]23', 'OC', '[C@](', 'CO)', '(O', '2)', '[C@@H](O)[C@H](O)', '[C@H]3O)', 'C=C1']"
spectinomycin,"['[H]', '[C@@]12', 'O[C@H](C)', 'CC(=O)', '[C@]1(O)', 'O', '[C@]1(', '[H]', ')', '[C@@H](N', 'C)', '[C@@H](O)', '[C@@H](N', 'C)', '[C@H](O)', '[C@@]1(', '[H]', ')', 'O2']"
