drug_name,tokens,labels
ritodrine,"['C[C@@H](', 'N', 'CCC1', '=', 'CC', '=C(O)', 'C=', 'C1)', '[C@@H](O)', 'C1=', 'CC', '=C(O)', 'C=C1']","[563, 590, 406, 92, 324, 100, 311, 253, 795, 258, 324, 100, 316]"
eluxadoline,"['CO', 'C1=', 'CC', '=C(', 'CN(', '[C@@H](C)', 'C2=N', 'C(=', 'CN', '2)', 'C2=', 'CC=', 'CC', '=C', '2)', 'C(=O)', '[C@@H](N)', 'CC2', '=C(C)', 'C=C(', 'C=C2', 'C)', 'C(N)=O)', 'C=C1', 'C(O)=O']","[547, 258, 324, 94, 520, 783, 289, 140, 519, 74, 286, 388, 324, 93, 74, 146, 792, 377, 97, 313, 317, 241, 226, 316, 234]"
lindane,"['Cl', '[C@H]1[C@H](', 'Cl)', '[C@@H](', 'Cl)', '[C@@H](', 'Cl)', '[C@H](', 'Cl)', '[C@H]1', 'Cl']","[583, 869, 584, 781, 584, 781, 584, 839, 584, 862, 583]"
proguanil,"['CC(C)', 'NC(=N)', 'NC(=N)N', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']","[341, 644, 645, 258, 324, 94, 584, 316]"
encorafenib,"['COC(=O)N', '[C@@H](C)', 'CN', 'C1=N', 'C=CC(', '=N1', ')', 'C1=C', 'N(', 'N=C1', 'C1=', 'CC(', 'Cl)', '=', 'CC(N', 'S(C)(=O)=O)', '=C1', 'F)', 'C(C)C']","[554, 783, 519, 265, 319, 117, 59, 259, 592, 640, 258, 327, 584, 92, 355, 750, 106, 586, 205]"
nelfinavir,"['[H]', '[C@@]12', 'CCCC', '[C@]1(', '[H]', ')', 'CN(', 'C[C@@H](O)', '[C@H](', 'CS', 'C1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'C1=C(C)', 'C(O)', '=', 'CC=', 'C1)', '[C@@H](', 'C2)', 'C(=O)N', 'C(C)(C)C']","[917, 822, 415, 885, 917, 59, 520, 567, 839, 560, 258, 388, 388, 253, 646, 261, 231, 92, 388, 253, 781, 284, 152, 198]"
selenium,['[Se]'],[951]
halofantrine,"['CCCCN(', 'CCCC)', 'CCC(O)', 'C1', '=C2', 'C=CC(', '=', 'CC2', '=C2', 'C=C(', 'Cl)', 'C=C(', 'Cl)', 'C2=', 'C1)', 'C(F)(F)F']","[440, 420, 402, 249, 108, 319, 92, 377, 108, 313, 584, 313, 584, 286, 253, 218]"
efavirenz,"['FC(F)(F)', '[C@]1', '(O', 'C(=O)NC2', '=C1', 'C=C(', 'Cl)', 'C=C', '2)', 'C#', 'CC1CC1']","[587, 884, 53, 170, 106, 313, 584, 312, 74, 135, 375]"
artemether,"['[H]', '[C@@]12', 'CC[C@@H](C)', '[C@]3(', '[H]', ')', 'CC', '[C@@]4(C)', 'OO', '[C@@]13', '[C@](', '[H]', ')', '(', 'O[C@H](', 'OC)', '[C@@H]2', 'C)O', '4']","[917, 822, 505, 894, 917, 59, 324, 836, 720, 823, 880, 917, 59, 31, 725, 692, 805, 248, 81]"
protriptyline,"['CN', 'CCCC1', 'C2=', 'CC=', 'CC', '=C2', 'C=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']","[519, 421, 286, 388, 324, 108, 311, 377, 92, 388, 324, 106, 73]"
calcium citrate,"['[Ca++]', '.', '[Ca++]', '.', '[Ca++]', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O']","[902, 60, 902, 60, 902, 60, 685, 327, 945, 122, 327, 945, 121, 139, 945, 120, 60, 685, 327, 945, 122, 327, 945, 121, 139, 945, 120]"
ergotamine,"['[H]', '[C@@]12', 'CCCN1C(=O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'N1C(=O)', '[C@](C)(', 'NC(=O)', '[C@H]3', 'CN(C)', '[C@]4', '(', '[H]', ')', 'CC5', '=', 'CNC', '6', '=', 'CC=', 'CC(', '=C', '5', '6)', 'C4', '=C', '3)', 'O', '[C@@]21', 'O']","[917, 822, 450, 839, 371, 388, 388, 253, 613, 881, 646, 875, 523, 898, 31, 917, 59, 387, 92, 542, 87, 92, 388, 327, 93, 85, 88, 305, 93, 78, 670, 827, 670]"
trimethadione,"['CN1', 'C(=O)O', 'C(C)(C)', 'C1=O']","[530, 180, 197, 266]"
deferiprone,"['CN1', 'C=CC(=O)', 'C(O)', '=C1', 'C']","[530, 320, 231, 106, 134]"
trazodone,"['Cl', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'N1CCN(', 'CCCN2', 'N', '=C3', 'C=', 'CC=', 'CN3', 'C2=O)', 'CC1']","[583, 258, 388, 327, 92, 253, 619, 451, 590, 109, 311, 388, 539, 291, 365]"
indacaterol,"['CCC1', '=C(', 'CC)', 'C=C2', 'CC(', 'CC2', '=', 'C1)', 'NC', '[C@H](O)', 'C1', '=C2', 'C=', 'CC(=O)N', 'C2=C(O)', 'C=C1']","[406, 94, 364, 317, 327, 377, 92, 253, 642, 854, 249, 108, 311, 329, 288, 316]"
cyanocobalamin,"['C[C@H](', 'CNC(=O)', 'CC', '[C@]1(C)', '[C@@H](', 'CC(N)=O)', '[C@H]2', 'N', '=C1\\', 'C(C)', '=C1', '/N', '=C(', '/C=C3\\', 'N=C(', '\\', 'C(\\', 'C)', '=C4', '\\', '[C@@H](', 'CCC(', 'N)=O)', '[C@](C)(', 'CC(N)=O)', '[C@@]2(C)', 'N4', '[Co+]', 'C#N)', '[C@@](C)(', 'CC(N)=O)', '[C@@H]3', 'CCC(', 'N)=O)', 'C(C)(C)', '[C@@H]1', 'CCC(', 'N)=O)', 'O', 'P', '([O-])', '(=O)', 'O[C@@H]1', '[C@@H](CO)', 'O[C@@H](', '[C@@H]1O)', 'N1C', '=N', 'C2', '=C1', 'C=C(C)', 'C(C)', '=C2']","[571, 543, 324, 886, 781, 357, 870, 590, 107, 195, 106, 70, 94, 69, 636, 957, 240, 241, 110, 957, 781, 392, 607, 881, 357, 825, 633, 906, 138, 815, 357, 810, 392, 607, 197, 801, 392, 607, 670, 734, 58, 32, 722, 790, 721, 804, 612, 113, 281, 106, 314, 195, 108]"
phenyltoloxamine,"['CN(C)', 'CCO', 'C1=', 'CC=', 'CC', '=C1', 'CC1=', 'CC=', 'CC', '=C1']","[523, 491, 258, 388, 324, 106, 371, 388, 324, 106]"
plecanatide,"['[H]', '[C@@]12', 'CS', 'S', 'C[C@H](NC(=O)', 'CNC(=O)', '[C@@](', '[H]', ')', '(', 'NC(=O)', '[C@](', '[H]', ')', '(', 'CS', 'S', 'C[C@H](', 'NC(=O)[C@H](', 'CCC(O)=O)', 'NC(=O)[C@H](', 'CC(O)=O)', 'NC(=O)', '[C@@H](N)', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N', '1)', 'NC(=O)', '[C@H](C)', 'NC(=O)[C@@H](', 'NC(=O)[C@H](', 'CC(N)=O)', 'NC(=O)', '[C@@H](N', 'C2=O)', 'C(C)C)', 'C(C)C)', '[C@@H](C)O)', 'C(=O)N[C@@H](CC(C)C)', 'C(O)=O']","[917, 822, 560, 742, 575, 543, 814, 917, 59, 31, 646, 880, 917, 59, 31, 560, 742, 571, 655, 404, 655, 362, 646, 792, 357, 174, 404, 176, 152, 72, 646, 842, 653, 655, 357, 646, 791, 291, 206, 206, 785, 176, 234]"
levodopa,"['N[C@@H](', 'CC1=', 'CC(O)', '=C(O)', 'C=', 'C1)', 'C(O)=O']","[667, 371, 360, 100, 311, 253, 234]"
ivabradine,"['CO', 'C1=C(', 'OC)', 'C=C2', '[C@@H](', 'CN(C)', 'CCCN3', 'CCC4', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C', '4', 'CC3', '=O)', 'CC2', '=C1']","[547, 260, 692, 317, 781, 523, 452, 414, 92, 327, 692, 94, 692, 312, 81, 382, 121, 377, 106]"
liotrix,"['[Na+]', '.', '[Na+]', '.', 'N[C@@H](', 'CC1=', 'CC(', 'I)', '=C(', 'O', 'C2=', 'CC(', 'I)', '=C(O)', 'C=C', '2)', 'C(', 'I)', '=', 'C1)', 'C(', '[O-])', '=O', '.', 'N[C@@H](', 'CC1=', 'CC(', 'I)', '=C(', 'O', 'C2=', 'CC(', 'I)', '=C(O)', 'C(', 'I)', '=C', '2)', 'C(', 'I)', '=', 'C1)', 'C(', '[O-])', '=O']","[942, 60, 942, 60, 667, 371, 327, 589, 94, 670, 286, 327, 589, 100, 312, 74, 139, 589, 92, 253, 139, 945, 120, 60, 667, 371, 327, 589, 94, 670, 286, 327, 589, 100, 139, 589, 93, 74, 139, 589, 92, 253, 139, 945, 120]"
tobramycin,"['N', 'C[C@H]1', 'O[C@H](', 'O[C@@H]2', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@H]3', 'O[C@H](CO)[C@@H](O)', '[C@H](N)', '[C@H]3O)', '[C@H]2O)', '[C@H](N)', 'C[C@@H]1', 'O']","[590, 577, 725, 723, 792, 566, 853, 875, 729, 851, 876, 873, 851, 568, 670]"
naltrexone,"['[H]', '[C@@]12', 'OC3', '=C(O)', 'C=', 'CC4', '=C3', '[C@@]1', '1', 'CCN(', 'CC3CC3)', '[C@](', '[H]', ')', '(C', '4)', '[C@]1(O)', 'CCC2', '=O']","[917, 822, 696, 100, 311, 385, 109, 817, 71, 464, 384, 880, 917, 59, 36, 82, 887, 410, 120]"
aztreonam,"['C[C@H]1', '[C@H](NC(=O)', 'C(', '=N/', 'OC(C)(C)', 'C(=O)O)', '\\', 'C2', '=C', 'SC(', '[NH3+]', ')', '=N', '2)', 'C(=O)N1', 'S(', '[O-])', '(=O)=O']","[577, 852, 139, 116, 688, 181, 957, 281, 93, 759, 939, 59, 113, 74, 157, 743, 945, 33]"
amifampridine,"['N', 'C1=', 'CC', '=N', 'C=C1', 'N']","[590, 258, 324, 113, 316, 590]"
urea,"['NC(N)', '=O']","[660, 120]"
cefotaxime,"['[H]', '[C@]12', 'S', 'CC(', 'COC(C)=O)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)C(', '=N/', 'OC)', '\\', 'C1=C', 'S', 'C(N)', '=N1', ')', 'C(O)=O']","[917, 888, 742, 327, 555, 94, 613, 870, 648, 116, 692, 957, 259, 742, 222, 117, 59, 234]"
fluoxetine,"['CN', 'CCC(', 'O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(F)(F)F)', 'C1=', 'CC=', 'CC', '=C1']","[519, 392, 670, 258, 324, 94, 311, 253, 219, 258, 388, 324, 106]"
tolbutamide,"['CCCC', 'NC(=O)N', 'S(=O)(=O)', 'C1=', 'CC', '=C(C)', 'C=C1']","[415, 651, 745, 258, 324, 97, 316]"
apixaban,"['CO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'N1', 'N=C(', 'C(N)=O)', 'C2', '=C1', 'C(=O)N(', 'CC2)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'N1CCCC', 'C1=O']","[547, 258, 324, 94, 311, 253, 609, 636, 226, 281, 106, 153, 379, 258, 324, 94, 311, 253, 616, 266]"
polymyxin b,"['[H]', '[C@]1(', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)[C@H](CC(C)C)', 'NC(=O)[C@@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', '[C@@H](CC', 'N)', 'NC(=O)[C@H](', 'CCN', 'C1=O)', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)[C@@H](', 'NC(=O)[C@H](', 'CCN)', 'NC(=O)', 'CCCC', 'C(C)', 'CC)', '[C@@H](C)O)', '[C@@H](C)', 'O']","[917, 885, 655, 478, 655, 478, 656, 653, 377, 92, 388, 324, 93, 74, 646, 786, 606, 655, 463, 267, 655, 478, 653, 655, 478, 646, 415, 195, 364, 785, 783, 670]"
fosamprenavir,"['CC(C)', 'CN(', 'C[C@@H](', 'O', 'P(O)(O)=O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'O[C@H]1', 'CCO', 'C1)', 'S(=O)(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']","[341, 520, 563, 670, 741, 839, 371, 388, 388, 253, 646, 731, 491, 253, 745, 258, 324, 99, 316]"
cetirizine,"['OC(=O)', 'CO', 'CCN1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']","[686, 547, 483, 369, 139, 258, 388, 388, 253, 258, 324, 94, 584, 316]"
didanosine,"['OC[C@@H]1', 'CC[C@@H](', 'O1)', 'N1C', '=N', 'C2', '=C1', 'NC', '=N', 'C2=O']","[715, 504, 673, 612, 113, 281, 106, 642, 113, 290]"
fosphenytoin,"['O', 'P(O)(=O)', 'O', 'CN1', 'C(=O)NC(', 'C1=O)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']","[670, 739, 670, 530, 167, 267, 31, 258, 388, 388, 253, 258, 388, 324, 106]"
beclomethasone dipropionate,"['[H]', '[C@@]12', 'C[C@H](C)', '[C@](', 'OC(=O)', 'CC)', '(', 'C(=O)', 'COC(=O)', 'CC)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', 'Cl)', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']","[917, 822, 572, 880, 686, 364, 31, 146, 553, 364, 817, 40, 854, 818, 584, 824, 917, 59, 410, 111, 312, 889]"
pregabalin,"['CC(C)', 'C[C@H](', 'CN)', 'CC(O)', '=O']","[341, 571, 529, 360, 120]"
cefdinir,"['[H]', '[C@]12', 'S', 'CC(', 'C=C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)C(', '=N/', 'O)', '\\', 'C1=C', 'S', 'C(N)', '=N1', ')', 'C(O)=O']","[917, 888, 742, 327, 315, 94, 613, 870, 648, 116, 671, 957, 259, 742, 222, 117, 59, 234]"
coenzyme m,"['O', 'S(=O)(=O)', 'CCS']","[670, 745, 501]"
vasopressin,"['NCCCC', 'C(NC(=O)', 'C1', 'CCCN1', 'C(=O)C1', 'CS', 'S', 'CC(N)', 'C(=O)NC(', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'C(=O)NC(', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'C(=O)NC(', 'CCC(', 'N)=O)', 'C(=O)NC(', 'CC(N)=O)', 'C(=O)N', '1)', 'C(=O)N', 'CC(N)', '=O', '.', 'NC1', 'CS', 'S', 'CC(NC(=O)', 'C(', 'CC(N)=O)', 'NC(=O)C(', 'CCC(', 'N)=O)', 'NC(=O)C(', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)C(', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'N', 'C1=O)', 'C(=O)N1', 'CCCC1', 'C(=O)NC(', 'CCCN=C(N)N)', 'C(=O)N', 'CC(N)', '=O']","[665, 229, 249, 449, 149, 560, 742, 356, 167, 377, 92, 324, 100, 312, 74, 167, 377, 92, 388, 324, 93, 74, 167, 392, 607, 167, 357, 152, 72, 152, 356, 120, 60, 661, 560, 742, 358, 139, 357, 648, 392, 607, 648, 377, 92, 388, 324, 93, 74, 648, 377, 92, 324, 100, 312, 74, 590, 267, 157, 421, 167, 453, 152, 356, 120]"
glasdegib,"['CN1', 'CC[C@H](', 'C[C@@H]1', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'N1)', 'NC(=O)N', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C#N']","[530, 510, 568, 265, 286, 388, 324, 108, 610, 651, 258, 324, 94, 311, 253, 137]"
fosinopril,"['CCC(=O)O', '[C@@H](O', 'P(=O)(', 'CCCCC1', '=', 'CC=', 'CC=', 'C1)', 'CC(=O)N1', 'C[C@@H](', 'C[C@H]1', 'C(O)=O)', 'C1CCCCC1)', 'C(C)C']","[396, 794, 736, 430, 92, 388, 388, 253, 331, 563, 577, 235, 278, 205]"
clofarabine,"['[H]', '[C@]1', '(F)', '[C@H](O)', '[C@@H](CO)', 'O[C@H]1', 'N1C', '=N', 'C2=C(', 'N)', 'N=C(', 'Cl)', 'N=C1', '2']","[917, 884, 47, 854, 790, 731, 612, 113, 287, 606, 636, 584, 640, 73]"
phenyl salicylate,"['O', 'C1=', 'CC=', 'CC', '=C1', 'C(=O)O', 'C1=', 'CC=', 'CC', '=C1']","[670, 258, 388, 324, 106, 180, 258, 388, 324, 106]"
amitriptyline,"['CN(C)', 'CCC', '=C1', 'C2=', 'CC=', 'CC', '=C2', 'CCC2', '=', 'CC=', 'CC', '=C1', '2']","[523, 391, 106, 286, 388, 324, 108, 410, 92, 388, 324, 106, 73]"
fenofibric acid,"['CC(C)', '(O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)', 'C1=', 'CC', '=C(', 'Cl)', 'C=', 'C1)', 'C(O)=O']","[341, 53, 258, 324, 94, 311, 253, 146, 258, 324, 94, 584, 311, 253, 234]"
yohimbine,"['[H]', '[C@@]12', 'CC[C@H](O)', '[C@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'N', 'C1=', 'CC=', 'CC', '=C3', '1)', 'C2']","[917, 822, 513, 839, 184, 818, 917, 59, 134, 885, 917, 59, 592, 412, 106, 590, 258, 388, 324, 109, 72, 281]"
thallous chloride,"['[Cl-]', '.', '[Tl+]']","[904, 60, 954]"
cytarabine,"['N', 'C1=', 'NC(=O)', 'N(', 'C=', 'C1)', '[C@@H]1', 'O[C@H](CO)[C@@H](O)', '[C@@H]1O']","[590, 258, 646, 592, 311, 253, 801, 729, 803]"
levamisole,"['C1', 'CN2', 'C[C@@H](', 'N=C2', 'S', '1)', 'C1=', 'CC=', 'CC', '=C1']","[249, 535, 563, 641, 742, 72, 258, 388, 324, 106]"
duvelisib,"['C[C@H](', 'NC1', '=C2', 'N=', 'CN', 'C2=N', 'C=', 'N1)', 'C1=', 'CC2', '=', 'CC=', 'CC(', 'Cl)', '=C2', 'C(=O)N1', 'C1=', 'CC=', 'CC', '=C1']","[571, 661, 108, 634, 519, 289, 311, 610, 258, 377, 92, 388, 327, 584, 108, 157, 258, 388, 324, 106]"
prochlorperazine,"['CN1CCN(', 'CCCN2', 'C3=', 'CC=', 'CC', '=C3', 'S', 'C3', '=C2', 'C=C(', 'Cl)', 'C=C', '3)CC1']","[534, 451, 299, 388, 324, 109, 742, 295, 108, 313, 584, 312, 79]"
calcium glucoheptonate,"['[Ca++]', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(O)', 'C(', '[O-])', '=O', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(O)', 'C(', '[O-])', '=O']","[902, 60, 684, 795, 796, 795, 231, 139, 945, 120, 60, 684, 795, 796, 795, 231, 139, 945, 120]"
budesonide,"['[H]', '[C@@]12', 'C[C@H]3', 'OC(', 'CCC)', 'O', '[C@@]3(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']","[917, 822, 580, 685, 405, 670, 830, 146, 548, 817, 40, 854, 818, 917, 59, 824, 917, 59, 410, 111, 312, 889]"
mecamylamine,"['CN', 'C1(C)', 'C2', 'CCC(', 'C2)C1', '(C)C']","[519, 251, 281, 392, 285, 40]"
histamine,"['N', 'CCC1', '=', 'CN', 'C=', 'N1']","[590, 406, 92, 519, 311, 609]"
hydroxyurea,"['NC(=O)N', 'O']","[651, 670]"
levofloxacin,"['C[C@H]1', 'CO', 'C2', '=C3', 'N1', 'C=C(', 'C(O)=O)', 'C(=O)', 'C3=', 'CC', '(F)', '=C2', 'N1', 'CCN(C)CC1']","[577, 547, 281, 109, 609, 313, 235, 146, 299, 324, 47, 108, 609, 471]"
testolactone,"['[H]', '[C@@]12', 'CCC3', '=CC(=O)', 'C=C', '[C@]3(C)', '[C@@]1(', '[H]', ')', 'CC', '[C@]1(C)', 'OC(=O)', 'CC', '[C@@]21', '[H]']","[917, 822, 412, 111, 312, 895, 818, 917, 59, 324, 886, 686, 324, 827, 917]"
topotecan,"['CC', '[C@@]1(O)', 'C(=O)OCC', '2', '=C1', 'C=', 'C1N(', 'CC3', '=', 'CC4', '=C(', 'C=', 'CC(O)', '=C4', 'CN(C)C)', 'N=C1', '3)', 'C2=O']","[324, 821, 185, 73, 106, 311, 280, 382, 92, 385, 94, 311, 360, 110, 526, 640, 78, 290]"
nisoldipine,"['COC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=', 'CC=', 'CC', '=C1', '[N+]([O-])=O)', 'C(=O)OCC', '(C)C']","[553, 262, 202, 249, 258, 388, 324, 106, 932, 185, 40]"
clemastine,"['CN1', 'CCC[C@@H]1', 'CCO', '[C@](C)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']","[530, 459, 491, 881, 258, 388, 388, 253, 258, 324, 94, 584, 316]"
flunisolide,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'C[C@H](', 'F)', 'C5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@H](O)', 'C', '[C@]3(C)', '[C@@]1', '(O', 'C(C)(C)', 'O2)', 'C(=O)', 'CO']","[917, 822, 134, 830, 917, 59, 898, 31, 917, 59, 571, 586, 309, 111, 312, 900, 37, 835, 31, 917, 59, 795, 134, 895, 817, 53, 197, 675, 146, 547]"
mivacurium,"['CO', 'C1=', 'CC(', 'C[C@@H]2', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C3', 'CC', '[N+]2', '(C)CC', 'COC(=O)', 'CC', '\\', 'C=C\\', 'CC', 'C(=O)OCC', 'C', '[N+]2', '(C)', 'CCC3', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C3', '[C@H]2', 'CC2', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '2)', '=', 'CC(', 'OC)', '=C1', 'OC']","[547, 258, 327, 569, 299, 327, 692, 94, 692, 318, 324, 934, 42, 553, 324, 957, 321, 324, 185, 134, 934, 37, 412, 92, 327, 692, 94, 692, 318, 870, 377, 92, 327, 692, 94, 692, 237, 93, 74, 92, 327, 692, 106, 684]"
paramethadione,"['CCC1', '(C)', 'O', 'C(=O)N(C)', 'C1=O']","[406, 37, 670, 154, 266]"
isoetharine,"['CCC(N', 'C(C)C)', 'C(O)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']","[400, 206, 231, 258, 360, 100, 316]"
palbociclib,"['CC(=O)', 'C1=C(C)', 'C2=', 'CN', '=C(N', 'C3=N', 'C=C(', 'C=C', '3)', 'N3', 'CCNCC3)', 'N=C2', 'N(', 'C2CCCC2)', 'C1=O']","[328, 261, 286, 519, 98, 301, 313, 312, 78, 631, 490, 641, 592, 293, 266]"
rofecoxib,"['CS(=O)(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=C(', 'C(=O)O', 'C1)', 'C1=', 'CC=', 'CC', '=C1']","[561, 258, 324, 94, 311, 253, 260, 180, 253, 258, 388, 324, 106]"
exemestane,"['[H]', '[C@@]12', 'CCC(=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC(', '=C)', 'C2=', 'CC(=O)', 'C=C', '[C@]12C']","[917, 822, 393, 820, 818, 917, 59, 824, 917, 59, 327, 102, 286, 328, 312, 889]"
olanzapine,"['CN1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'N', 'C2', '=C1', 'C=C(C)', 'S2']","[534, 369, 265, 286, 388, 324, 108, 590, 281, 106, 314, 756]"
iodide i-131,['[131I-]'],[765]
alogliptin,"['CN1C(=O)', 'C=C(', 'N2', 'CCC', '[C@@H](N)', 'C2)', 'N(', 'CC2', '=C(', 'C=', 'CC', '=C', '2)', 'C#N)', 'C1=O']","[531, 313, 622, 391, 792, 284, 592, 377, 94, 311, 324, 93, 74, 138, 266]"
upadacitinib,"['CC[C@@H]1', 'CN(', 'C[C@@H]1', 'C1=', 'CN', '=C2', 'C=N', 'C3=C(', 'C=', 'CN', '3)', 'N1', '2)', 'C(=O)NCC', '(F)(F)', 'F']","[507, 520, 568, 258, 519, 108, 322, 300, 311, 519, 78, 609, 74, 171, 48, 585]"
rosuvastatin,"['CC(C)', 'C1=N', 'C(=N', 'C(', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', '=C1\\', 'C=C\\', '[C@@H](O)', 'C[C@@H](O)', 'CC(=O)O)', 'N(C)', 'S(C)(=O)=O']","[341, 265, 143, 139, 286, 324, 94, 586, 312, 74, 107, 321, 795, 567, 337, 596, 749]"
gadoversetamide,"['[Gd+3]', '.', 'CO', 'CCNC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(', '[O-])', '=O)', 'CC(=O)N', 'CCOC)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']","[915, 60, 547, 487, 520, 464, 464, 327, 945, 121, 329, 496, 327, 945, 121, 327, 945, 120]"
misoprostol,"['CCCC', 'C(C)(O)', 'C', '\\', 'C=C\\', '[C@H]1', '[C@H](O)', 'CC(=O)', '[C@@H]1', 'CCCCCC', 'C(=O)OC']","[415, 201, 134, 957, 321, 862, 854, 328, 801, 434, 183]"
deserpidine,"['[H]', '[C@]12', 'C[C@@H](', 'OC(=O)', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '3)', '[C@H](OC)', '[C@@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'N', 'C1=', 'CC=', 'CC', '=C3', '1)', 'C2']","[917, 888, 563, 686, 299, 327, 692, 94, 692, 237, 93, 78, 861, 781, 184, 818, 917, 59, 134, 818, 917, 59, 592, 412, 106, 590, 258, 388, 324, 109, 72, 281]"
abiraterone,"['[H]', '[C@@]12', 'CC', '=C(', 'C3=', 'CC=', 'CN', '=C', '3)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '=C2', 'C[C@@H](O)', 'CC', '[C@]12C']","[917, 822, 324, 94, 299, 388, 519, 93, 78, 820, 818, 917, 59, 824, 917, 59, 324, 108, 567, 324, 889]"
alprostadil,"['CCCC', 'C[C@H](O)', '\\', 'C=C\\', '[C@H]1', '[C@H](O)', 'CC(=O)', '[C@@H]1', 'CCCC', 'CCC(O)', '=O']","[415, 576, 957, 321, 862, 854, 328, 801, 415, 402, 120]"
sufentanil,"['CC', 'C(=O)N(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1(', 'COC)', 'CCN(', 'CCC2', '=', 'CC', '=C', 'S', '2)CC1']","[324, 153, 258, 388, 388, 253, 250, 556, 464, 410, 92, 324, 93, 742, 76]"
varenicline,"['C1C2', 'CN', 'CC1', 'C1', '=C2', 'C=C2', 'N=', 'CC', '=N', 'C2', '=C1']","[269, 519, 365, 249, 108, 317, 634, 324, 113, 281, 106]"
